term,coef,odds_ratio,ci_95_low,ci_95_high,p_value
const,-1.5996229665078123,0.2019726540959236,0.1874710386505111,0.21759602601124436,0.0
female,0.7555467184758888,2.1287750459152894,1.9655291311705723,2.3055792581475476,6.7225218402748266e-77
alcohol_yes,0.6410035462016807,1.8983850407851406,1.7546831594738692,2.05385555997323,2.40341511596694e-57
